sms_text,category,transaction_type,amount,merchant,bank,bank_key,date,language
"CIB-EGYPT Alert: Outward InstaPay transfer of EGP 3,958.25 from account XXXXX3962 was successful on 09 FEB 2026 15:08. Ref: Tuition Fees.",Transfer,Transfer,3958.25,VODAFONE CASH,CIB-EGYPT,CIB,09 FEB 2026,en
AlexBank Alert: EGP 178.85 debited from OSN+/Account card ending 6065 at POS transaction.,Entertainment,Purchase,178.85,OSN+,AlexBank,Alexbank,07 JUN 2026,en
"Dear Customer, your card ending 9316 was used for EGP 90.70 at SPOTIFY on 30 JUN 2026 - QNB",Entertainment,Purchase,90.7,SPOTIFY,QNB,QNB_ALAHLI,30 JUN 2026,en
تنبيه: عملية شراء بقيمة 56.41 جنيه في SHAHID تمت بنجاح - بنك مصر,Entertainment,Purchase,56.41,SHAHID,بنك مصر,BANQUE_MISR,01/04/2026,ar
"تم خصم 140.01 جم من بطاقة الخصم رقم 7372 عند NETFLIX يوم 02-16 الساعة 13:25 المتاح 2,690.05 جم للمزيد اتصل ب 19623",Entertainment,Purchase,140.01,NETFLIX,البنك الأهلي المصري,NBE,02-16,ar
"تم خصم 2,411.93 جم من حسابكم رقم 2001 عند JUMIA يوم 04-14 الساعة 21:10 المتاح 6,018.16 جم للمزيد اتصل ب 19623",Shopping,Purchase,2411.93,JUMIA,BanK-AlAhly,NBE,04-14,ar
تم الدفع لصالح ORANGE EGYPT بمبلغ 276.58 جنيه عن طريق بطاقتك بتاريخ 17/06/2026,Bills,Purchase,276.58,ORANGE EGYPT,بنك اسكندرية,Alexbank,17/06/2026,ar
"وصلك مبلغ 10,059.47 جنيه في حسابك كراتب هذا الشهر، رصيدك الحالي أصبح 10,178.59 جنيه.",Salary,Salary Credit,10059.47,راتب شهري,CIB,CIB,02/05/2026,ar
"From HSBC: 29MAY26 Salary Credit 415-114***-196 EGP 21,404.41+ Your available balance is EGP 25,085.33",Salary,Salary Credit,21404.41,MONTHLY SALARY,HSBC,HSBC,29MAY26,en
"Dear Customer, your card ending 1194 was used for EGP 247.51 at VOX CINEMA on 08 MAY 2026 - CIB-EGYPT",Entertainment,Purchase,247.51,VOX CINEMA,CIB-EGYPT,CIB,08 MAY 2026,en
CIB-EGYPT Alert: EGP 270.40 debited from CILANTRO/Account card ending 7144 at POS transaction.,Dining,Purchase,270.4,CILANTRO,CIB-EGYPT,CIB,11 JUL 2026,en
"FAB_EGYPT Alert: EGP 1,813.58 debited from DEFACTO/Account card ending 4621 at POS transaction.",Shopping,Purchase,1813.58,DEFACTO,FAB_EGYPT,FAB,12 APR 2026,en
"Your monthly salary of EGP 6,139.13 has been credited to account ****2067 - FAB EGYPT",Salary,Salary Credit,6139.13,MONTHLY SALARY,FAB EGYPT,FAB,17 APR 2026,en
"Transaction Alert: EGP 2,330.33 debited at 2B on 13 MAR 2026. Card ****5222 - QNBAlAhli",Shopping,Purchase,2330.33,2B,QNBAlAhli,QNB_ALAHLI,13 MAR 2026,en
"تمت عملية شراء بمبلغ 252.49 ج.م لدى UBER باستخدام بطاقتكم المنتهية برقم 9518. الرصيد المتاح: 3,295.18 ج.م.",Transport,Purchase,252.49,UBER,بنك الأسكندرية,Alexbank,09/04/2026,ar
Transaction Alert: EGP 213.80 debited at BAZOOKA on 17 JAN 2026. Card ****2314 - CIB,Dining,Purchase,213.8,BAZOOKA,CIB,CIB,17 JAN 2026,en
FAB EGYPT Alert: EGP 145.35 debited from BUFFALO BURGER/Account card ending 6376 at POS transaction.,Dining,Purchase,145.35,BUFFALO BURGER,FAB EGYPT,FAB,13 FEB 2026,en
Transaction Alert: EGP 258.43 debited at WATCH IT on 24 MAR 2026. Card ****1598 - QNBAlAhli,Entertainment,Purchase,258.43,WATCH IT,QNBAlAhli,QNB_ALAHLI,24 MAR 2026,en
البنك الأهلي المصري Alert: EGP 297.06 debited from WATCH IT/Account card ending 3913 at POS transaction.,Entertainment,Purchase,297.06,WATCH IT,البنك الأهلي المصري,NBE,10 APR 2026,en
"You sent EGP 4,640.17 via VODAFONE CASH on 30 MAR 2026 - FAB",Transfer,Transfer,4640.17,VODAFONE CASH,FAB,FAB,30 MAR 2026,en
"Dear Customer, your card ending 7141 was used for EGP 105.58 at CILANTRO on 21 JUN 2026 - ADIB EGYPT",Dining,Purchase,105.58,CILANTRO,ADIB EGYPT,ADIB,21 JUN 2026,en
تنبيه: عملية شراء بقيمة 304.40 جنيه في KFC تمت بنجاح - HSBC EGYPT,Dining,Purchase,304.4,KFC,HSBC EGYPT,HSBC,28/05/2026,ar
عزيزنا العميل، تم خصم مبلغ 145.24 جنيه من حسابك رقم ****5314 لدى YOUTUBE PREMIUM بتاريخ 25/04/2026 - Alex Bank,Entertainment,Purchase,145.24,YOUTUBE PREMIUM,Alex Bank,Alexbank,25/04/2026,ar
"تمت عملية شراء بمبلغ 98.20 ج.م لدى WATCH IT باستخدام بطاقتكم المنتهية برقم 7480. الرصيد المتاح: 2,310.62 ج.م.",Entertainment,Purchase,98.2,WATCH IT,AlexandriaBank,Alexbank,28/06/2026,ar
BDC-Egypt Alert: EGP 178.79 debited from SHAHID/Account card ending 7664 at POS transaction.,Entertainment,Purchase,178.79,SHAHID,BDC-Egypt,BANQUE_DU_CAIRE,27 JAN 2026,en
"From HSBC EGYPT: 22MAY26 Salary Credit 986-823***-420 EGP 24,903.12+ Your available balance is EGP 28,080.74",Salary,Salary Credit,24903.12,MONTHLY SALARY,HSBC EGYPT,HSBC,22MAY26,en
Transaction Alert: EGP 388.09 debited at RAYA SHOP on 03 APR 2026. Card ****4810 - AAIB-EGYPT,Shopping,Purchase,388.09,RAYA SHOP,AAIB-EGYPT,AAIB,03 APR 2026,en
"تم إيداع راتبك الشهري بقيمة 19,219.51 جنيه في حسابك رقم ****2763 - BM-Egypt",Salary,Salary Credit,19219.51,راتب شهري,BM-Egypt,BANQUE_MISR,28/02/2026,ar
CIB-EGYPT Alert: EGP 137.43 debited from SPOTIFY/Account card ending 6888 at POS transaction.,Entertainment,Purchase,137.43,SPOTIFY,CIB-EGYPT,CIB,06 JUL 2026,en
تم الدفع لصالح NETFLIX بمبلغ 300.04 جنيه عن طريق بطاقتك بتاريخ 14/06/2026,Entertainment,Purchase,300.04,NETFLIX,Banque Misr,BANQUE_MISR,14/06/2026,ar
"From HSBC EGYPT: 23MAY26 FRESH Purchase from 460-101***-839 EGP 2,764.53- Your available balance is EGP 3,088.57",Shopping,Purchase,2764.53,FRESH,HSBC EGYPT,HSBC,23MAY26,en
"عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 6734 لسداد مبلغ 1,145.31 ج.م لدى DEFACTO.",Shopping,Purchase,1145.31,DEFACTO,BM-Egypt,BANQUE_MISR,07/03/2026,ar
"Cash withdrawal of EGP 2,000.81 from ATM on 13 APR 2026. Card ****9615 - CIB",ATM Withdrawal,ATM Withdrawal,2000.81,ATM WITHDRAWAL,CIB,CIB,13 APR 2026,en
Transaction Alert: EGP 279.54 debited at BAZOOKA on 22 FEB 2026. Card ****8693 - CIB,Dining,Purchase,279.54,BAZOOKA,CIB,CIB,22 FEB 2026,en
"You sent EGP 4,088.83 via INSTAPAY on 08 JUN 2026 - Banque Du Caire",Transfer,Transfer,4088.83,INSTAPAY,Banque Du Caire,BANQUE_DU_CAIRE,08 JUN 2026,en
"Dear Customer, your card ending 6745 was used for EGP 98.69 at BAZOOKA on 02 APR 2026 - FAB_EGYPT",Dining,Purchase,98.69,BAZOOKA,FAB_EGYPT,FAB,02 APR 2026,en
"Dear Customer, your card ending 8401 was used for EGP 195.39 at BAZOOKA on 29 JAN 2026 - FAB_EGYPT",Dining,Purchase,195.39,BAZOOKA,FAB_EGYPT,FAB,29 JAN 2026,en
تم الدفع لصالح BUFFALO BURGER بمبلغ 428.54 جنيه عن طريق بطاقتك بتاريخ 20/06/2026,Dining,Purchase,428.54,BUFFALO BURGER,AlexandriaBank,Alexbank,20/06/2026,ar
"From HSBC EGYPT: 03JUL26 Salary Credit 328-131***-723 EGP 7,154.50+ Your available balance is EGP 9,880.26",Salary,Salary Credit,7154.5,MONTHLY SALARY,HSBC EGYPT,HSBC,03JUL26,en
تنبيه: عملية شراء بقيمة 293.00 جنيه في WATCH IT تمت بنجاح - BdC,Entertainment,Purchase,293.0,WATCH IT,BdC,BANQUE_DU_CAIRE,18/02/2026,ar
"تم إيداع راتبك الشهري بقيمة 8,409.39 جنيه في حسابك رقم ****6611 - Alex_Bank",Salary,Salary Credit,8409.39,راتب شهري,Alex_Bank,Alexbank,10/05/2026,ar
ADIB Alert: EGP 410.67 debited from WATER COMPANY/Account card ending 1404 at POS transaction.,Bills,Purchase,410.67,WATER COMPANY,ADIB,ADIB,23 APR 2026,en
"حولت لصديقك منى م**** K*** مبلغ 1,709.98 جنيه عن طريق تطبيق البنك على موبايلك.",Transfer,Transfer,1709.98,إنستا باي,QNBAlAhli,QNB_ALAHLI,16/06/2026,ar
Transaction Alert: EGP 163.34 debited at BUFFALO BURGER on 18 MAY 2026. Card ****5074 - CIB-EGYPT,Dining,Purchase,163.34,BUFFALO BURGER,CIB-EGYPT,CIB,18 MAY 2026,en
"From HSBC EGYPT: 05MAR26 Salary Credit 558-212***-598 EGP 6,799.19+ Your available balance is EGP 11,459.60",Salary,Salary Credit,6799.19,MONTHLY SALARY,HSBC EGYPT,HSBC,05MAR26,en
"Dear Customer, EGP 360.29 was withdrawn via Cash Advance from your Credit Card ending 5273You withdrew EGP 360.29 from your account using your debit card on 16 APR 2026 - FAB",ATM Withdrawal,ATM Withdrawal,360.29,ATM WITHDRAWAL,FAB,FAB,16 APR 2026,en
"Dear Customer, your card ending 8624 was used for EGP 1,528.44 at JUMIA on 12 JUN 2026 - QNB-EGYPT",Shopping,Purchase,1528.44,JUMIA,QNB-EGYPT,QNB_ALAHLI,12 JUN 2026,en
عزيزنا العميل، تم خصم مبلغ 76.09 جنيه من حسابك رقم ****7576 لدى YOUTUBE PREMIUM بتاريخ 21/04/2026 - ADIB,Entertainment,Purchase,76.09,YOUTUBE PREMIUM,ADIB,ADIB,21/04/2026,ar
عزيزنا العميل، تم خصم مبلغ 661.76 جنيه من حسابك رقم ****8447 لدى ETISALAT MISR بتاريخ 04/04/2026 - بنك مصر,Bills,Purchase,661.76,ETISALAT MISR,بنك مصر,BANQUE_MISR,04/04/2026,ar
AAIB Alert: EGP 494.32 debited from HYPER ONE/Account card ending 6400 at POS transaction.,Groceries,Purchase,494.32,HYPER ONE,AAIB,AAIB,10 JUN 2026,en
"تنبيه: تم إضافة تحويل وارد بحسابكم المنتهي برقم 8148 بمبلغ 3,440.88 ج.م من محمد ع**** K*** بتاريخ اليوم 16/03/2026.",Transfer,Transfer,3440.88,فودافون كاش,Banque Du Caire,BANQUE_DU_CAIRE,16/03/2026,ar
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 8820 لسداد مبلغ 450.84 ج.م لدى TALABAT.,Dining,Purchase,450.84,TALABAT,Banque Misr,BANQUE_MISR,16/05/2026,ar
Transaction Alert: EGP 207.49 debited at ANGHAMI on 21 MAR 2026. Card ****1843 - ADIB EGYPT,Entertainment,Purchase,207.49,ANGHAMI,ADIB EGYPT,ADIB,21 MAR 2026,en
سحب نقدي بمبلغ 571.36 جنيه من ماكينة صراف آلي بتاريخ 19/05/2026 - Alex Bank,ATM Withdrawal,ATM Withdrawal,571.36,ماكينة صراف آلي,Alex Bank,Alexbank,19/05/2026,ar
"Cash withdrawal of EGP 308.97 from (Dokki) using card ending 4733 on 12 MAY 2026. Remaining Balance: EGP 4,769.40",ATM Withdrawal,ATM Withdrawal,308.97,ATM WITHDRAWAL,AAIB,AAIB,12 MAY 2026,en
"سحب نقدي بمبلغ 2,374.90 جنيه من ماكينة صراف آلي بتاريخ 22/03/2026 - Banque Misr",ATM Withdrawal,ATM Withdrawal,2374.9,ماكينة صراف آلي,Banque Misr,BANQUE_MISR,22/03/2026,ar
"تم تحويل مبلغ 3,724.31 جنيه إلى حساب ****7115 عبر إنستا باي بتاريخ 28/01/2026",Transfer,Transfer,3724.31,إنستا باي,Banque Misr,BANQUE_MISR,28/01/2026,ar
From HSBC: 04MAR26 UBER Purchase from 804-923***-423 EGP 218.56- Your available balance is EGP 304.17,Transport,Purchase,218.56,UBER,HSBC,HSBC,04MAR26,en
Transaction Alert: EGP 148.13 debited at GAS MISR on 27 APR 2026. Card ****4325 - QNB Al Ahli,Bills,Purchase,148.13,GAS MISR,QNB Al Ahli,QNB_ALAHLI,27 APR 2026,en
"From HSBC EGYPT: 23FEB26 ATM Cash Withdrawal 390-410***-391 EGP 1,151.80- Your available balance is EGP 4,855.67",ATM Withdrawal,ATM Withdrawal,1151.8,ATM WITHDRAWAL,HSBC EGYPT,HSBC,23FEB26,en
"Dear Customer, EGP 1,794.30 was withdrawn via Cash Advance from your Credit Card ending 5305You withdrew EGP 1,794.30 from your account using your debit card on 05 APR 2026 - FAB",ATM Withdrawal,ATM Withdrawal,1794.3,ATM WITHDRAWAL,FAB,FAB,05 APR 2026,en
تنبيه: عملية شراء بقيمة 224.56 جنيه في WE TELECOM تمت بنجاح - HSBC,Bills,Purchase,224.56,WE TELECOM,HSBC,HSBC,24/03/2026,ar
Cash withdrawal of EGP 451.03 from ATM on 13 APR 2026. Card ****1348 - ADIB_EGYPT,ATM Withdrawal,ATM Withdrawal,451.03,ATM WITHDRAWAL,ADIB_EGYPT,ADIB,13 APR 2026,en
"Dear Customer, your card ending 8679 was used for EGP 2,667.25 at DEFACTO on 17 MAR 2026 - AAIB-EGYPT",Shopping,Purchase,2667.25,DEFACTO,AAIB-EGYPT,AAIB,17 MAR 2026,en
"وصل راتبك بقيمة 14,616.87 ج.م إلى حسابك رقم 3316 بنجاح بتاريخ 23/03/2026.",Salary,Salary Credit,14616.87,راتب شهري,Alex Bank,Alexbank,23/03/2026,ar
"تنبيه: تم إضافة تحويل وارد بحسابكم المنتهي برقم 1533 بمبلغ 4,619.59 ج.م من شهد م**** K*** بتاريخ اليوم 13/02/2026.",Transfer,Transfer,4619.59,اورنج كاش,FAB,FAB,13/02/2026,ar
Transaction Alert: EGP 171.12 debited at TALABAT on 19 MAR 2026. Card ****8704 - QNB-EGYPT,Dining,Purchase,171.12,TALABAT,QNB-EGYPT,QNB_ALAHLI,19 MAR 2026,en
تنبيه: عملية شراء بقيمة 484.61 جنيه في TALABAT تمت بنجاح - بنك مصر,Dining,Purchase,484.61,TALABAT,بنك مصر,BANQUE_MISR,14/06/2026,ar
FAB EGYPT Alert: Outward InstaPay transfer of EGP 336.30 from account XXXXX2559 was successful on 18 MAY 2026 17:57. Ref: Family Support.,Transfer,Transfer,336.3,INSTAPAY,FAB EGYPT,FAB,18 MAY 2026,en
"From HSBC: 19FEB26 ATM Cash Withdrawal 481-764***-446 EGP 2,719.92- Your available balance is EGP 4,529.26",ATM Withdrawal,ATM Withdrawal,2719.92,ATM WITHDRAWAL,HSBC,HSBC,19FEB26,en
"Dear Customer, your card ending 2067 was used for EGP 234.00 at BAZOOKA on 03 FEB 2026 - AAIB-EGYPT",Dining,Purchase,234.0,BAZOOKA,AAIB-EGYPT,AAIB,03 FEB 2026,en
Transaction Alert: EGP 663.27 debited at JOHN MART on 21 MAR 2026. Card ****6049 - ADIB,Groceries,Purchase,663.27,JOHN MART,ADIB,ADIB,21 MAR 2026,en
"قمت بسحب مبلغ 1,171.28 ج.م نقدا بتاريخ 19/02/2026 من ماكينة صراف آلي - CIB Egypt",ATM Withdrawal,ATM Withdrawal,1171.28,ماكينة صراف آلي,CIB Egypt,CIB,19/02/2026,ar
ADIB EGYPT Alert: EGP 102.93 debited from ORANGE EGYPT/Account card ending 2167 at POS transaction.,Bills,Purchase,102.93,ORANGE EGYPT,ADIB EGYPT,ADIB,12 MAR 2026,en
عزيزنا العميل، تم خصم مبلغ 168.18 جنيه من حسابك رقم ****4359 لدى WATER COMPANY بتاريخ 22/04/2026 - BM-Egypt,Bills,Purchase,168.18,WATER COMPANY,BM-Egypt,BANQUE_MISR,22/04/2026,ar
"You sent EGP 1,244.31 via VODAFONE CASH on 28 MAR 2026 - QNB",Transfer,Transfer,1244.31,VODAFONE CASH,QNB,QNB_ALAHLI,28 MAR 2026,en
"AAIB Alert: Outward InstaPay transfer of EGP 1,385.83 from account XXXXX4889 was successful on 08 JUL 2026 22:37. Ref: Utility Split.",Transfer,Transfer,1385.83,Etisalat Cash,AAIB,AAIB,08 JUL 2026,en
"You sent EGP 3,157.18 via FAWRY on 28 JAN 2026 - CIB Egypt",Transfer,Transfer,3157.18,FAWRY,CIB Egypt,CIB,28 JAN 2026,en
"From HSBC EGYPT: 03APR26 ATM Cash Withdrawal 589-816***-162 EGP 2,887.35- Your available balance is EGP 6,307.04",ATM Withdrawal,ATM Withdrawal,2887.35,ATM WITHDRAWAL,HSBC EGYPT,HSBC,03APR26,en
ADIB EGYPT Alert: EGP 110.74 debited from CHILL OUT/Account card ending 2275 at POS transaction.,Transport,Purchase,110.74,CHILL OUT,ADIB EGYPT,ADIB,09 MAY 2026,en
"Dear Customer, your card ending 7337 was used for EGP 972.99 at CARREFOUR on 15 MAY 2026 - QNBAlAhli",Groceries,Purchase,972.99,CARREFOUR,QNBAlAhli,QNB_ALAHLI,15 MAY 2026,en
"From HSBC: 24MAR26 Transfer to Telda 621-351***-316 EGP 263.00- Your available balance is EGP 1,634.69",Transfer,Transfer,263.0,Telda,HSBC,HSBC,24MAR26,en
"تم خصم 1,191.87 جم من بطاقة الخصم رقم 8905 عند Mahmoud El Far يوم 01-31 الساعة 15:59 المتاح 5,360.98 جم للمزيد اتصل ب 19623",Groceries,Purchase,1191.87,Mahmoud El Far,BanK-AlAhly,NBE,01-31,ar
"You sent EGP 3,875.83 via FAWRY on 08 JUN 2026 - AAIB-EGYPT",Transfer,Transfer,3875.83,FAWRY,AAIB-EGYPT,AAIB,08 JUN 2026,en
"Dear Customer, your card ending 4057 was used for EGP 125.78 at CAIRO METRO on 13 MAR 2026 - CIB",Transport,Purchase,125.78,CAIRO METRO,CIB,CIB,13 MAR 2026,en
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 6618 لسداد مبلغ 509.17 ج.م لدى WE TELECOM.,Bills,Purchase,509.17,WE TELECOM,ADIB EGYPT,ADIB,27/04/2026,ar
Transaction Alert: EGP 30.53 debited at CAIRO METRO on 23 JUN 2026. Card ****2925 - CIB Egypt,Transport,Purchase,30.53,CAIRO METRO,CIB Egypt,CIB,23 JUN 2026,en
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 6245 لسداد مبلغ 671.30 ج.م لدى ORANGE EGYPT.,Bills,Purchase,671.3,ORANGE EGYPT,بنك مصر,BANQUE_MISR,22/01/2026,ar
Transaction Alert: EGP 118.79 debited at ELECTRICITY COMPANY on 04 MAY 2026. Card ****9495 - QNB,Bills,Purchase,118.79,ELECTRICITY COMPANY,QNB,QNB_ALAHLI,04 MAY 2026,en
"Dear Customer, your card ending 2750 was used for EGP 89.95 at ELMENUS on 23 FEB 2026 - AAIB-EGYPT",Dining,Purchase,89.95,ELMENUS,AAIB-EGYPT,AAIB,23 FEB 2026,en
"تم إيداع راتبك الشهري بقيمة 15,675.64 جنيه في حسابك رقم ****7747 - AAIB-EGYPT",Salary,Salary Credit,15675.64,راتب شهري,AAIB-EGYPT,AAIB,05/07/2026,ar
"Your corporate salary of EGP 20,382.55 was credited to your account ending in 1811 on 13 APR 2026. Your available balance is EGP 21,577.31.",Salary,Salary Credit,20382.55,MONTHLY SALARY,FAB_EGYPT,FAB,13 APR 2026,en
"Dear Customer, your card ending 1405 was used for EGP 1,593.33 at DEFACTO on 18 MAR 2026 - CIB-EGYPT",Shopping,Purchase,1593.33,DEFACTO,CIB-EGYPT,CIB,18 MAR 2026,en
عزيزنا العميل، تم خصم مبلغ 206.04 جنيه من حسابك رقم ****9105 لدى CILANTRO بتاريخ 25/01/2026 - AAIB,Dining,Purchase,206.04,CILANTRO,AAIB,AAIB,25/01/2026,ar
"Your monthly salary of EGP 9,226.36 has been credited to account ****4709 - FAB EGYPT",Salary,Salary Credit,9226.36,MONTHLY SALARY,FAB EGYPT,FAB,13 MAY 2026,en
"تمت عملية شراء بمبلغ 84.80 ج.م لدى SHAHID باستخدام بطاقتكم المنتهية برقم 8872. الرصيد المتاح: 3,064.72 ج.م.",Entertainment,Purchase,84.8,SHAHID,Alex Bank,Alexbank,18/06/2026,ar
"Dear Customer, your card ending 7944 was used for EGP 535.07 at ETISALAT MISR on 18 JUN 2026 - AAIB",Bills,Purchase,535.07,ETISALAT MISR,AAIB,AAIB,18 JUN 2026,en
"From HSBC: 24APR26 KHEIR ZAMAN Purchase from 163-561***-205 EGP 759.35- Your available balance is EGP 3,804.13",Groceries,Purchase,759.35,KHEIR ZAMAN,HSBC,HSBC,24APR26,en
"Transaction Alert: EGP 1,007.96 debited at LULU HYPERMARKET on 11 JUN 2026. Card ****4450 - Banque Misr",Groceries,Purchase,1007.96,LULU HYPERMARKET,Banque Misr,BANQUE_MISR,11 JUN 2026,en
"Your corporate salary of EGP 18,581.44 was credited to your account ending in 7330 on 14 MAY 2026. Your available balance is EGP 18,974.21.",Salary,Salary Credit,18581.44,MONTHLY SALARY,FAB,FAB,14 MAY 2026,en
"Your account ending in 2296 has been credited with EGP 1,939.62 via Inward Local Transfer. Total Available Balance: EGP 2,197.66",Transfer,Transfer,1939.62,VODAFONE CASH,CIB Egypt,CIB,28 APR 2026,en
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 4909 لسداد مبلغ 650.01 ج.م لدى ORANGE EGYPT.,Bills,Purchase,650.01,ORANGE EGYPT,BDC-Egypt,BANQUE_DU_CAIRE,15/07/2026,ar
"Dear Customer, your card ending 6499 was used for EGP 236.78 at WE TELECOM on 28 JUN 2026 - QNB Al Ahli",Bills,Purchase,236.78,WE TELECOM,QNB Al Ahli,QNB_ALAHLI,28 JUN 2026,en
تم الدفع لصالح CAIRO METRO بمبلغ 90.38 جنيه عن طريق بطاقتك بتاريخ 19/05/2026,Transport,Purchase,90.38,CAIRO METRO,FAB EGYPT,FAB,19/05/2026,ar
"Dear Customer, EGP 345.75 was withdrawn via Cash Advance from your Credit Card ending 4454You withdrew EGP 345.75 from your account using your debit card on 26 MAR 2026 - AAIB",ATM Withdrawal,ATM Withdrawal,345.75,ATM WITHDRAWAL,AAIB,AAIB,26 MAR 2026,en
Transaction Alert: EGP 151.98 debited at SWVL on 10 MAR 2026. Card ****8384 - FAB,Transport,Purchase,151.98,SWVL,FAB,FAB,10 MAR 2026,en
"Cash withdrawal of EGP 1,894.20 from (Downtown) using card ending 3667 on 07 MAY 2026. Remaining Balance: EGP 3,731.08",ATM Withdrawal,ATM Withdrawal,1894.2,ATM WITHDRAWAL,CIB,CIB,07 MAY 2026,en
"حولت لصديقك علي ي**** S*** مبلغ 1,979.28 جنيه عن طريق تطبيق البنك على موبايلك.",Transfer,Transfer,1979.28,فوري,Banque Misr,BANQUE_MISR,23/02/2026,ar
"Dear Customer, EGP 2,987.20 was withdrawn via Cash Advance from your Credit Card ending 4746You withdrew EGP 2,987.20 from your account using your debit card on 04 JUN 2026 - CIB-EGYPT",ATM Withdrawal,ATM Withdrawal,2987.2,ATM WITHDRAWAL,CIB-EGYPT,CIB,04 JUN 2026,en
Transaction Alert: EGP 142.02 debited at TOTAL FUEL STATION on 07 JUN 2026. Card ****1894 - CIB-EGYPT,Transport,Purchase,142.02,TOTAL FUEL STATION,CIB-EGYPT,CIB,07 JUN 2026,en
AAIB Alert: EGP 219.69 debited from OTLOB/Account card ending 4651 at POS transaction.,Dining,Purchase,219.69,OTLOB,AAIB,AAIB,16 MAR 2026,en
